Waterbody,StationDesc,Storet,DateCollected,County,Smplid,AlgalGroup,Genus,Species,Cell Density,Unit Density,Biovolume,Lat,Long
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Bacillariophyceae,Aulacoseira,spp.,7220,1286,1444,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Cyanobacteria,Chroococcus,spp.,3568,622,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Chlorophyta,Coelastrum,spp.,207,83,6,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Chlorophyta,Crucigenia,tetrapedia,290,41,6,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Cryptophyta,Cryptomonas,spp.,747,747,971,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Cyanobacteria,Cylindrospermopsis,raciborskii,6971,996,49,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Bacillariophyceae,Cylindrotheca,closterium,83,83,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Chlorophyta,Dictyosphaerium,pulchellum,249,83,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Chrysophyceae,Dinobryon,spp.,415,415,31,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Euglenophyta,Euglena,spp.,83,83,216,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Chlorophyta,Golenkinia,radiata,83,83,9,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Pyrrhophyta,Gymnodinium,spp.,207,207,83,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Chlorophyta,Micractinium,pusillum,207,41,6,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Cyanobacteria,Microcystis,aeruginosa,3900,207,117,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Chrysophyceae,Ochromonas,spp.,1535,1535,92,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Chlorophyta,Pediastrum,spp.,332,41,43,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Cyanobacteria,Planktolyngbya,undulata,2739,166,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Cyanobacteria,Polycystis,firma,7884,166,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Bacillariophyceae,Rhizosolenia,spp.,249,249,25,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Chlorophyta,Scenedesmus,quadricauda,373,124,19,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Chlorophyta,Scenedesmus,bijuga,539,249,27,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Chlorophyta,Scenedesmus,bicaudatus,456,124,23,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Bacillariophyceae,Synedra,spp.,249,249,20,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Euglenophyta,Trachelomonas,spp.,166,166,382,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13654-2020,Bacillariophyceae,Undetermined centric,spp.,4191,4191,587,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Bacillariophyceae,Aulacoseira,spp.,2687,545,537,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Cyanobacteria,Chroococcus,spp.,908,109,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Prymnesiophyceae,Chrysochromulina,spp.,36,36,19,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Cryptophyta,Cryptomonas,spp.,290,290,377,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Cyanobacteria,Cylindrospermopsis,raciborskii,8387,1198,59,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Chrysophyceae,Dinobryon,spp.,290,290,22,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Pyrrhophyta,Gymnodinium,spp.,182,182,73,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Chrysophyceae,Ochromonas,spp.,1343,1343,81,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Chlorophyta,Pandorina,morum,436,36,78,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Cyanobacteria,Planktolyngbya,undulata,1489,73,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Cyanobacteria,Polycystis,firma,2905,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Bacillariophyceae,Rhizosolenia,spp.,290,290,29,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Chlorophyta,Scenedesmus,bijuga,436,218,22,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Chlorophyta,Scenedesmus,bicaudatus,36,36,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Chlorophyta,Spermatozoopsis,exultans,36,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Bacillariophyceae,Synedra,spp.,182,182,15,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Euglenophyta,Trachelomonas,spp.,109,109,251,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,08/13/20,CHOWAN,13655-2020,Bacillariophyceae,Undetermined centric,spp.,1198,1198,168,36.05358,-76.68409
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Bacillariophyceae,Aulacoseira,spp.,581,109,116,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Chlorophyta,Chlorogonium,spp.,36,36,1,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Cryptophyta,Cryptomonas,spp.,3921,3921,5097,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Cyanobacteria,Cylindrospermopsis,raciborskii,2033,290,14,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Chrysophyceae,Dinobryon,spp.,1089,1089,82,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Euglenophyta,Euglena,spp.,218,218,567,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Pyrrhophyta,Gymnodinium,spp.,363,363,145,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Chrysophyceae,Ochromonas,spp.,1489,1489,89,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Chlorophyta,Pandorina,morum,1452,109,260,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Chlorophyta,Scenedesmus,bijuga,145,73,7,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Pyrrhophyta,Scrippsiella,trochoidea,145,145,100,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Chlorophyta,Spermatozoopsis,exultans,290,290,3,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Bacillariophyceae,Synedra,spp.,36,36,3,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Chrysophyceae,Synura,spp.,581,36,232,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Euglenophyta,Trachelomonas,spp.,871,871,2003,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,08/18/20,Chowan,13647-2020,Bacillariophyceae,Undetermined centric,spp.,73,73,10,36.20983,-76.72677
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,08/18/20,Gates,13650-2020,Cyanobacteria,Chroococcus,spp.,363,73,0,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,08/18/20,Gates,13650-2020,Cryptophyta,Cryptomonas,spp.,182,182,237,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,08/18/20,Gates,13650-2020,Cyanobacteria,Cylindrospermopsis,raciborskii,1525,218,11,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,08/18/20,Gates,13650-2020,Chrysophyceae,Dinobryon,spp.,617,617,46,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,08/18/20,Gates,13650-2020,Pyrrhophyta,Karlodinium,veneficum,73,73,10,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,08/18/20,Gates,13650-2020,Cyanobacteria,Microcystis,aeruginosa,3050,109,92,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,08/18/20,Gates,13650-2020,Chrysophyceae,Ochromonas,spp.,2505,2505,150,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,08/18/20,Gates,13650-2020,Chlorophyta,Pandorina,morum,581,36,104,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,08/18/20,Gates,13650-2020,Bacillariophyceae,Rhizosolenia,spp.,36,36,4,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,08/18/20,Gates,13650-2020,Chlorophyta,Scenedesmus,bijuga,290,145,14,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,08/18/20,Gates,13650-2020,Pyrrhophyta,Scrippsiella,trochoidea,73,73,50,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,08/18/20,Gates,13650-2020,Chlorophyta,Spermatozoopsis,exultans,182,182,2,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,08/18/20,Gates,13650-2020,Euglenophyta,Trachelomonas,spp.,109,109,251,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,08/18/20,Gates,13650-2020,Bacillariophyceae,Undetermined centric,spp.,73,73,10,36.32360,-76.73354
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Bacillariophyceae,Aulacoseira,spp.,6354,1924,1271,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Chlorophyta,Chlorogonium,spp.,36,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Cyanobacteria,Chroococcus,spp.,1162,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Chrysophyceae,Chrysococcus,spp.,36,36,14,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Cryptophyta,Cryptomonas,spp.,73,73,95,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Cyanobacteria,Cylindrospermopsis,raciborskii,2287,327,16,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Chrysophyceae,Dinobryon,spp.,1779,1779,133,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Cryptophyta,Komma,caudata,36,36,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Cyanobacteria,Microcystis,aeruginosa,799,254,24,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Chrysophyceae,Ochromonas,spp.,327,327,20,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Chrysophyceae,Ophiocytium,capitatum,36,36,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Chlorophyta,Scenedesmus,bijuga,218,73,11,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Chlorophyta,Scenedesmus,quadricauda,73,36,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Chlorophyta,Spermatozoopsis,exultans,36,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Bacillariophyceae,Synedra,spp.,36,36,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Chlorophyta,Tetraedron,trigonum,36,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Euglenophyta,Trachelomonas,spp.,290,290,667,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13716-2020,Bacillariophyceae,Undetermined centric,spp.,1416,1416,198,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Bacillariophyceae,Aulacoseira,spp.,8242,1961,1648,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Cyanobacteria,Chroococcus,spp.,145,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Chlorophyta,Crucigenia,crucifera,581,36,12,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Cyanobacteria,Cylindrospermopsis,raciborskii,2287,327,16,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Chrysophyceae,Dinobryon,spp.,1198,1198,90,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Euglenophyta,Eutreptia,spp.,36,36,53,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Cryptophyta,Komma,caudata,290,290,29,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Chrysophyceae,Mallomonas,caudata,36,36,32,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Chlorophyta,Micractinium,pusillum,436,36,13,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Cyanobacteria,Microcystis,aeruginosa,3413,327,102,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Chrysophyceae,Ochromonas,spp.,254,254,15,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Cyanobacteria,Polycystis,firma,2541,109,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Chlorophyta,Scenedesmus,quadricauda,218,73,11,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Chlorophyta,Scenedesmus,bijuga,508,218,25,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Pyrrhophyta,Scrippsiella,trochoidea,327,327,226,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Bacillariophyceae,Synedra,spp.,109,109,9,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Chlorophyta,Tetraedron,trigonum,36,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Chlorophyta,Tetrastrum,heterocanthum,290,73,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Euglenophyta,Trachelomonas,spp.,399,399,918,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/10/20,CHOWAN,13717-2020,Bacillariophyceae,Undetermined centric,spp.,1343,1343,188,36.05358,-76.68409
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,09/24/20,Gates,13733-2020,Chlorophyta,Ankistrodesmus,fusiformis,145,73,13,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,09/24/20,Gates,13733-2020,Cyanobacteria,Chroococcus,spp.,218,73,0,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,09/24/20,Gates,13733-2020,Cyanobacteria,Cylindrospermopsis,raciborskii,290,290,2,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,09/24/20,Gates,13733-2020,Pyrrhophyta,Gyrodinium,instriatum,36,36,270,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,09/24/20,Gates,13733-2020,Cyanobacteria,Microcystis,aeruginosa,145,36,4,36.32360,-76.73354
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/24/20,Chowan,13741-2020,Cryptophyta,Cryptomonas,spp.,109,109,142,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/24/20,Chowan,13741-2020,Cyanobacteria,Cylindrospermopsis,raciborskii,1017,145,7,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/24/20,Chowan,13741-2020,Euglenophyta,Euglena,spp.,36,36,94,36.20983,-76.72677
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/24/20,Bertie,13748-2020,Bacillariophyceae,Aulacoseira,spp.,73,36,15,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/24/20,Bertie,13748-2020,Cryptophyta,Cryptomonas,spp.,690,690,897,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/24/20,Bertie,13748-2020,Chrysophyceae,Dinobryon,spp.,799,799,60,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/24/20,Bertie,13748-2020,Cyanobacteria,Microcystis,aeruginosa,145,36,4,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/24/20,Bertie,13748-2020,Chrysophyceae,Ochromonas,spp.,109,109,7,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/24/20,Bertie,13748-2020,Chlorophyta,Scenedesmus,quadricauda,73,36,4,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/24/20,Bertie,13748-2020,Chlorophyta,Scenedesmus,bijuga,73,36,4,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/24/20,Bertie,13748-2020,Chlorophyta,Spermatozoopsis,exultans,145,145,1,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/24/20,Bertie,13748-2020,Chrysophyceae,Synura,spp.,145,145,58,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/24/20,Bertie,13748-2020,Euglenophyta,Trachelomonas,spp.,36,36,83,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/24/20,Bertie,13748-2020,Bacillariophyceae,Undetermined centric,spp.,73,73,10,36.04760,-76.69611
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/12/20,CHOWAN,13775-2020,Bacillariophyceae,Chaetoceros,throndensenii,36,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/12/20,CHOWAN,13775-2020,Cryptophyta,Cryptomonas,spp.,36,36,47,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/12/20,CHOWAN,13775-2020,Euglenophyta,Euglena,spp.,36,36,94,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/12/20,CHOWAN,13775-2020,Euglenophyta,Eutreptia,spp.,36,36,53,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/12/20,CHOWAN,13775-2020,Chlorophyta,Spermatozoopsis,exultans,36,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/12/20,CHOWAN,13776-2020,Cyanobacteria,Cylindrospermopsis,raciborskii,762,109,5,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/12/20,CHOWAN,13776-2020,Chrysophyceae,Dinobryon,spp.,36,36,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/12/20,CHOWAN,13776-2020,Chlorophyta,Spermatozoopsis,exultans,36,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/12/20,CHOWAN,13776-2020,Chlorophyta,Tetraedron,trigonum,36,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/12/20,CHOWAN,13776-2020,Euglenophyta,Trachelomonas,spp.,36,36,83,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/12/20,CHOWAN,13776-2020,Bacillariophyceae,Undetermined centric,spp.,36,36,5,36.05358,-76.68409
Chowan River,Chowan Riv at US 13 at Winton,D6250000,10/21/20,Hertford,13771-2020,Cryptophyta,Cryptomonas,spp.,109,109,142,36.40263,-76.93434
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,10/28/20,Gates,13788-2020,Euglenophyta,Euglena,spp.,36,36,94,36.32360,-76.73354
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,10/28/20,Chowan,13789-2020,Cryptophyta,Cryptomonas,spp.,218,218,283,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,10/28/20,Chowan,13789-2020,Chrysophyceae,Dinobryon,spp.,545,545,41,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,10/28/20,Chowan,13789-2020,Euglenophyta,Eutreptia,spp.,36,36,53,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,10/28/20,Chowan,13789-2020,Pyrrhophyta,Gymnodinium,spp.,36,36,14,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,10/28/20,Chowan,13789-2020,Pyrrhophyta,Heterocapsa,triquetra,36,36,109,36.20983,-76.72677
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,10/28/20,Bertie,13790-2020,Cryptophyta,Cryptomonas,spp.,145,145,188,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,10/28/20,Bertie,13790-2020,Cyanobacteria,Cylindrospermopsis,raciborskii,508,73,4,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,10/28/20,Bertie,13790-2020,Chrysophyceae,Dinobryon,spp.,363,363,27,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,10/28/20,Bertie,13790-2020,Pyrrhophyta,Heterocapsa,triquetra,145,145,438,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,10/28/20,Bertie,13790-2020,Chrysophyceae,Mallomonas,caudata,73,73,64,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,10/28/20,Bertie,13790-2020,Chlorophyta,Spermatozoopsis,exultans,36,36,0,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,10/28/20,Bertie,13790-2020,Chrysophyceae,Synura,spp.,581,182,232,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,10/28/20,Bertie,13790-2020,Bacillariophyceae,Undetermined centric,spp.,36,36,5,36.04760,-76.69611
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/04/20,CHOWAN,13797-2020,Cryptophyta,Cryptomonas,spp.,436,436,567,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/04/20,CHOWAN,13797-2020,Cyanobacteria,Cylindrospermopsis,raciborskii,254,36,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/04/20,CHOWAN,13797-2020,Pyrrhophyta,Heterocapsa,triquetra,182,182,550,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/04/20,CHOWAN,13797-2020,Chrysophyceae,Synura,spp.,36,36,14,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/04/20,CHOWAN,13797-2020,Euglenophyta,Trachelomonas,spp.,73,73,168,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/04/20,CHOWAN,13798-2020,Cryptophyta,Cryptomonas,spp.,109,109,142,36.05358,-76.68409
